datetime,open,high,low,close,volume
2023-01-05T06:00:00+0000,127.13,127.77,124.76,125.02,80962708.0
2023-01-06T06:00:00+0000,126.01,130.29,124.89,129.62,87754715.0
2023-01-09T06:00:00+0000,130.465,133.41,129.89,130.15,70790813.0
2023-01-10T06:00:00+0000,130.26,131.2636,128.12,130.73,63896155.0
2023-01-11T06:00:00+0000,131.25,133.51,130.46,133.49,69458949.0
2023-01-12T06:00:00+0000,133.88,134.26,131.44,133.41,71379648.0
2023-01-13T06:00:00+0000,132.03,134.92,131.66,134.76,57809719.0
2023-01-17T06:00:00+0000,134.83,137.29,134.13,135.94,63646627.0
2023-01-18T06:00:00+0000,136.815,138.61,135.03,135.21,69672800.0
2023-01-19T06:00:00+0000,134.08,136.25,133.77,135.27,58280413.0
2023-01-20T06:00:00+0000,135.28,138.02,134.22,137.87,80223626.0
2023-01-23T06:00:00+0000,138.12,143.315,137.9,141.11,81760313.0
2023-01-24T06:00:00+0000,140.305,143.16,140.3,142.53,66435142.0
2023-01-25T06:00:00+0000,140.89,142.43,138.81,141.86,65799349.0
2023-01-26T06:00:00+0000,143.17,144.25,141.9,143.96,54105068.0
2023-01-27T06:00:00+0000,143.155,147.23,143.08,145.93,70555843.0
2023-01-30T06:00:00+0000,144.955,145.55,142.85,143.0,64015274.0
2023-01-31T06:00:00+0000,142.7,144.34,142.28,144.29,65874459.0
2023-02-01T06:00:00+0000,143.97,146.61,141.32,145.43,77663633.0
2023-02-02T06:00:00+0000,148.9,151.18,148.17,150.82,118338980.0
2023-02-03T06:00:00+0000,148.03,157.38,147.83,154.5,154357337.0
2023-02-06T06:00:00+0000,152.575,153.1,150.78,151.73,69858306.0
2023-02-07T06:00:00+0000,150.64,155.23,150.64,154.65,83322551.0
2023-02-08T06:00:00+0000,153.88,154.58,151.168,151.92,64120079.0
2023-02-09T06:00:00+0000,153.775,154.33,150.42,150.87,56007143.0
2023-02-10T06:00:00+0000,149.46,151.3401,149.22,151.01,57450708.0
2023-02-13T06:00:00+0000,150.952,154.26,150.92,153.85,62199013.0
2023-02-14T06:00:00+0000,152.12,153.77,150.86,153.2,61707573.0
2023-02-15T06:00:00+0000,153.11,155.5,152.88,155.33,65669252.0
2023-02-16T06:00:00+0000,153.51,156.33,153.3475,153.71,68167942.0
2023-02-17T06:00:00+0000,152.35,153.0,150.85,152.55,59144118.0
2023-02-21T06:00:00+0000,150.2,151.3,148.405,148.48,58867230.0
2023-02-22T06:00:00+0000,148.87,149.95,147.16,148.91,51011305.0
2023-02-23T06:00:00+0000,150.09,150.34,147.24,149.4,48394249.0
2023-02-24T06:00:00+0000,147.11,147.19,145.7202,146.71,55469606.0
2023-02-27T06:00:00+0000,147.71,149.17,147.45,147.92,44998470.0
2023-02-28T06:00:00+0000,147.05,149.08,146.83,147.41,50546998.0
2023-03-01T06:00:00+0000,146.83,147.2285,145.01,145.31,55478991.0
2023-03-02T06:00:00+0000,144.38,146.71,143.9,145.91,52279761.0
2023-03-03T06:00:00+0000,148.045,151.11,147.33,151.03,70732297.0
2023-03-06T06:00:00+0000,153.785,156.3,153.46,153.83,87558028.0
2023-03-07T06:00:00+0000,153.7,154.0299,151.13,151.6,56182028.0
2023-03-08T06:00:00+0000,152.81,153.47,151.83,152.87,47204791.0
2023-03-09T06:00:00+0000,153.559,154.535,150.225,150.59,53833582.0
2023-03-10T06:00:00+0000,150.21,150.94,147.6096,148.5,68572400.0
2023-03-13T05:00:00+0000,147.805,153.14,147.7,150.47,84457122.0
2023-03-14T05:00:00+0000,151.28,153.4,150.1,152.59,73695893.0
2023-03-15T05:00:00+0000,151.19,153.245,149.92,152.99,77167866.0
2023-03-16T05:00:00+0000,152.16,156.46,151.64,155.85,76254419.0
2023-03-17T05:00:00+0000,156.08,156.74,154.28,155.0,98944633.0
2023-03-20T05:00:00+0000,155.07,157.82,154.15,157.4,73641415.0
2023-03-21T05:00:00+0000,157.32,159.4,156.54,159.28,73938285.0
2023-03-22T05:00:00+0000,159.3,162.14,157.81,157.83,75701811.0
2023-03-23T05:00:00+0000,158.83,161.5501,157.68,158.93,67622060.0
2023-03-24T05:00:00+0000,158.86,160.34,157.85,160.25,59256343.0
2023-03-27T05:00:00+0000,159.94,160.77,157.87,158.28,52390266.0
2023-03-28T05:00:00+0000,157.97,158.49,155.98,157.65,45992152.0
2023-03-29T05:00:00+0000,159.37,161.05,159.35,160.77,51305691.0
2023-03-30T05:00:00+0000,161.53,162.47,161.271,162.36,49501689.0
2023-03-31T05:00:00+0000,162.44,165.0,161.91,164.9,68749792.0
2023-04-03T05:00:00+0000,164.27,166.29,164.22,166.17,56976187.0
2023-04-04T05:00:00+0000,166.595,166.84,165.11,165.63,46278295.0
2023-04-05T05:00:00+0000,164.74,165.05,161.8,163.76,51511744.0
2023-04-06T05:00:00+0000,162.43,164.9584,162.0,164.66,45390123.0
2023-04-10T05:00:00+0000,161.42,162.03,160.08,162.03,47716882.0
2023-04-11T05:00:00+0000,162.35,162.36,160.51,160.8,47644217.0
2023-04-12T05:00:00+0000,161.22,162.06,159.78,160.1,50133062.0
2023-04-13T05:00:00+0000,161.63,165.8,161.42,165.56,68445649.0
2023-04-14T05:00:00+0000,164.59,166.32,163.82,165.21,49386480.0
2023-04-17T05:00:00+0000,165.09,165.39,164.03,165.23,41516217.0
2023-04-18T05:00:00+0000,166.1,167.41,165.65,166.47,49923008.0
2023-04-19T05:00:00+0000,165.8,168.16,165.54,167.63,47720166.0
2023-04-20T05:00:00+0000,166.09,167.87,165.56,166.65,52456377.0
2023-04-21T05:00:00+0000,165.05,166.4521,164.49,165.02,58337341.0
2023-04-24T05:00:00+0000,165.0,165.6,163.89,165.33,41949581.0
2023-04-25T05:00:00+0000,165.19,166.305,163.73,163.77,48714063.0
2023-04-26T05:00:00+0000,163.055,165.28,162.8,163.76,45498796.0
2023-04-27T05:00:00+0000,165.19,168.56,165.19,168.41,64902329.0
2023-04-28T05:00:00+0000,168.49,169.85,167.8801,169.68,55275851.0
2023-05-01T05:00:00+0000,169.28,170.45,168.64,169.59,52472936.0
2023-05-02T05:00:00+0000,170.09,170.35,167.54,168.54,48425696.0
2023-05-03T05:00:00+0000,169.5,170.92,167.16,167.45,65136018.0
2023-05-04T05:00:00+0000,164.89,167.04,164.31,165.79,81235427.0
2023-05-05T05:00:00+0000,170.975,174.3,170.76,173.57,113453171.0
2023-05-08T05:00:00+0000,172.48,173.85,172.11,173.5,55962793.0
2023-05-09T05:00:00+0000,173.05,173.54,171.6,171.77,45326874.0
2023-05-10T05:00:00+0000,173.02,174.03,171.9,173.555,53724501.0
2023-05-11T05:00:00+0000,173.85,174.59,172.17,173.75,49514676.0
2023-05-12T05:00:00+0000,173.62,174.06,171.0,172.57,45533138.0
2023-05-15T05:00:00+0000,173.16,173.21,171.47,172.07,37266659.0
2023-05-16T05:00:00+0000,171.99,173.1383,171.7991,172.07,42110293.0
2023-05-17T05:00:00+0000,171.71,172.925,170.4201,172.69,57951604.0
2023-05-18T05:00:00+0000,173.0,175.24,172.58,175.05,65496657.0
2023-05-19T05:00:00+0000,176.39,176.39,174.94,175.16,55809475.0
2023-05-22T05:00:00+0000,173.98,174.71,173.45,174.2,43570932.0
2023-05-23T05:00:00+0000,173.13,173.3794,171.275,171.56,50747263.0
2023-05-24T05:00:00+0000,171.09,172.4183,170.52,171.84,45143488.0
2023-05-25T05:00:00+0000,172.41,173.895,171.69,172.99,56058258.0
2023-05-26T05:00:00+0000,173.32,175.77,173.11,175.43,54834975.0
2023-05-30T05:00:00+0000,176.96,178.99,176.57,177.3,55964401.0
2023-05-31T05:00:00+0000,177.325,179.35,176.76,177.25,99625288.0
2023-06-01T05:00:00+0000,177.7,180.12,176.9306,180.09,68901809.0
2023-06-02T05:00:00+0000,181.03,181.78,179.26,180.95,61996913.0
2023-06-05T05:00:00+0000,182.63,184.951,178.035,179.58,121946497.0
2023-06-06T05:00:00+0000,179.965,180.12,177.43,179.21,64848374.0
2023-06-07T05:00:00+0000,178.44,181.21,177.32,177.82,61944615.0
2023-06-08T05:00:00+0000,177.895,180.84,177.46,180.57,50214881.0
2023-06-09T05:00:00+0000,181.5,182.23,180.63,180.96,48899973.0
2023-06-12T05:00:00+0000,181.27,183.89,180.97,183.79,54754995.0
2023-06-13T05:00:00+0000,182.8,184.15,182.44,183.31,54929129.0
2023-06-14T05:00:00+0000,183.37,184.39,182.02,183.95,57462882.0
2023-06-15T05:00:00+0000,183.96,186.52,183.78,186.01,65433166.0
2023-06-16T05:00:00+0000,186.73,186.99,184.27,184.92,101256225.0
2023-06-20T05:00:00+0000,184.41,186.1,184.41,185.01,49799092.0
2023-06-21T05:00:00+0000,184.9,185.41,182.5901,183.96,49515697.0
2023-06-22T05:00:00+0000,183.74,187.045,183.67,187.0,51245327.0
2023-06-23T05:00:00+0000,185.55,187.56,185.01,186.68,53116996.0
2023-06-26T05:00:00+0000,186.83,188.05,185.23,185.27,48088661.0
2023-06-27T05:00:00+0000,185.89,188.39,185.67,188.06,50730846.0
2023-06-28T05:00:00+0000,187.93,189.9,187.6,189.25,51216801.0
2023-06-29T05:00:00+0000,189.08,190.07,188.94,189.59,46347308.0
2023-06-30T05:00:00+0000,191.63,194.48,191.26,193.97,85213216.0
2023-07-03T05:00:00+0000,193.78,193.88,191.76,192.46,31458198.0
2023-07-05T05:00:00+0000,191.565,192.98,190.62,191.33,46920261.0
2023-07-06T05:00:00+0000,189.84,192.02,189.2,191.81,45156009.0
2023-07-07T05:00:00+0000,191.41,192.67,190.24,190.68,46814998.0
2023-07-10T05:00:00+0000,189.26,189.99,187.035,188.61,59922163.0
2023-07-11T05:00:00+0000,189.16,189.3,186.6,188.08,46638119.0
2023-07-12T05:00:00+0000,189.68,191.7,188.47,189.77,60750248.0
2023-07-13T05:00:00+0000,190.5,191.19,189.78,190.54,41342338.0
2023-07-14T05:00:00+0000,190.23,191.1799,189.63,190.69,41616242.0
2023-07-17T05:00:00+0000,191.9,194.32,191.81,193.99,50520159.0
2023-07-18T05:00:00+0000,193.35,194.33,192.415,193.73,48353774.0
2023-07-19T05:00:00+0000,193.1,198.23,192.65,195.1,80507323.0
2023-07-20T05:00:00+0000,195.09,196.47,192.495,193.13,59581196.0
2023-07-21T05:00:00+0000,194.1,194.97,191.23,191.94,71951683.0
2023-07-24T05:00:00+0000,193.41,194.91,192.25,192.75,45505097.0
2023-07-25T05:00:00+0000,193.33,194.44,192.915,193.62,37283201.0
2023-07-26T05:00:00+0000,193.67,195.64,193.32,194.5,47471868.0
2023-07-27T05:00:00+0000,196.02,197.2,192.55,193.22,47460180.0
2023-07-28T05:00:00+0000,194.67,196.626,194.14,195.83,48291443.0
2023-07-31T05:00:00+0000,196.06,196.49,195.26,196.45,38824113.0
2023-08-01T05:00:00+0000,196.235,196.73,195.28,195.605,35281426.0
2023-08-02T05:00:00+0000,195.04,195.18,191.8507,192.58,50389327.0
2023-08-03T05:00:00+0000,191.57,192.37,190.69,191.17,62243282.0
2023-08-04T05:00:00+0000,185.52,187.38,181.92,181.99,115956841.0
2023-08-07T05:00:00+0000,182.13,183.13,177.35,178.85,97576069.0
2023-08-08T05:00:00+0000,179.69,180.27,177.58,179.8,67823003.0
2023-08-09T05:00:00+0000,180.87,180.93,177.01,178.19,60378492.0
2023-08-10T05:00:00+0000,179.48,180.75,177.6,177.97,54686851.0
2023-08-11T05:00:00+0000,177.32,178.62,176.55,177.79,52036672.0
2023-08-14T05:00:00+0000,177.97,179.69,177.305,179.46,43675627.0
2023-08-15T05:00:00+0000,178.88,179.48,177.05,177.45,43622593.0
2023-08-16T05:00:00+0000,177.13,178.54,176.5,176.57,46964857.0
2023-08-17T05:00:00+0000,177.14,177.5054,173.48,174.0,66062882.0
2023-08-18T05:00:00+0000,172.3,175.1,171.96,174.49,61172150.0
2023-08-21T05:00:00+0000,175.07,176.13,173.735,175.84,46311879.0
2023-08-22T05:00:00+0000,177.06,177.68,176.25,177.23,42084245.0
2023-08-23T05:00:00+0000,178.52,181.55,178.325,181.12,52722752.0
2023-08-24T05:00:00+0000,180.674,181.104,176.01,176.38,54945798.0
2023-08-25T05:00:00+0000,177.38,179.15,175.82,178.61,51449594.0
2023-08-28T05:00:00+0000,180.09,180.59,178.545,180.19,43820697.0
2023-08-29T05:00:00+0000,179.695,184.9,179.5,184.12,53003948.0
2023-08-30T05:00:00+0000,184.94,187.85,184.74,187.65,60813888.0
2023-08-31T05:00:00+0000,187.84,189.12,187.48,187.87,60794467.0
2023-09-01T05:00:00+0000,189.485,189.92,188.28,189.46,45766503.0
2023-09-05T05:00:00+0000,188.28,189.98,187.61,189.7,45280027.0
2023-09-06T05:00:00+0000,188.4,188.85,181.47,182.91,81755816.0
2023-09-07T05:00:00+0000,175.18,178.21,173.54,177.56,112488803.0
2023-09-08T05:00:00+0000,178.35,180.239,177.79,178.18,65602066.0
2023-09-11T05:00:00+0000,180.07,180.3,177.34,179.36,58953052.0
2023-09-12T05:00:00+0000,179.49,180.13,174.82,176.3,90370192.0
2023-09-13T05:00:00+0000,176.51,177.3,173.98,174.21,84267928.0
2023-09-14T05:00:00+0000,174.0,176.1,173.58,175.74,60895757.0
2023-09-15T05:00:00+0000,176.48,176.495,173.82,175.01,109259461.0
2023-09-18T05:00:00+0000,176.48,179.38,176.17,177.97,67257573.0
2023-09-19T05:00:00+0000,177.52,179.63,177.13,179.07,51826941.0
2023-09-20T05:00:00+0000,179.26,179.695,175.4,175.49,58436181.0
2023-09-21T05:00:00+0000,174.55,176.3,173.86,173.93,63149116.0
2023-09-22T05:00:00+0000,174.67,177.079,174.05,174.79,56725385.0
2023-09-25T05:00:00+0000,174.2,176.97,174.15,176.08,46172740.0
2023-09-26T05:00:00+0000,174.82,175.2,171.66,171.96,64588945.0
2023-09-27T05:00:00+0000,172.62,173.04,169.05,170.43,66921808.0
2023-09-28T05:00:00+0000,169.34,172.03,167.62,170.69,56294419.0
2023-09-29T05:00:00+0000,172.02,173.07,170.341,171.21,51861083.0
2023-10-02T05:00:00+0000,171.22,174.3,170.93,173.75,52164535.0
2023-10-03T05:00:00+0000,172.255,173.63,170.82,172.4,49594613.0
2023-10-04T05:00:00+0000,171.09,174.21,170.97,173.66,53020286.0
2023-10-05T05:00:00+0000,173.79,175.45,172.68,174.91,48527918.0
2023-10-06T05:00:00+0000,173.8,177.99,173.18,177.49,57266675.0
2023-10-09T05:00:00+0000,176.81,179.05,175.8,178.99,42390772.0
2023-10-10T05:00:00+0000,178.1,179.72,177.95,178.39,43698019.0
2023-10-11T05:00:00+0000,178.2,179.85,177.6,179.8,47551098.0
2023-10-12T05:00:00+0000,180.07,182.34,179.04,180.71,56743119.0
2023-10-13T05:00:00+0000,181.42,181.93,178.14,178.85,51456082.0
2023-10-16T05:00:00+0000,176.75,179.075,176.51,178.72,52516984.0
2023-10-17T05:00:00+0000,176.645,178.42,174.8,177.15,57549350.0
2023-10-18T05:00:00+0000,175.58,177.575,175.11,175.84,54764375.0
2023-10-19T05:00:00+0000,176.04,177.84,175.19,175.46,59302863.0
2023-10-20T05:00:00+0000,175.31,175.42,172.64,172.88,64244028.0
2023-10-23T05:00:00+0000,170.91,174.01,169.93,173.0,55980109.0
2023-10-24T05:00:00+0000,173.05,173.67,171.45,173.44,43816644.0
2023-10-25T05:00:00+0000,171.88,173.06,170.65,171.1,57156962.0
2023-10-26T05:00:00+0000,170.37,171.3775,165.67,166.89,70625258.0
2023-10-27T05:00:00+0000,166.91,168.96,166.83,168.22,58499129.0
2023-10-30T05:00:00+0000,169.02,171.17,168.87,170.29,51130955.0
2023-10-31T05:00:00+0000,169.35,170.9,167.9,170.77,44846017.0
2023-11-01T05:00:00+0000,171.0,174.23,170.12,173.97,56934906.0
2023-11-02T05:00:00+0000,175.52,177.78,175.46,177.57,77334752.0
2023-11-03T05:00:00+0000,174.24,176.82,173.35,176.65,79829246.0
2023-11-06T06:00:00+0000,176.38,179.43,176.21,179.23,63841310.0
2023-11-07T06:00:00+0000,179.18,182.44,178.97,181.82,70529966.0
2023-11-08T06:00:00+0000,182.35,183.45,181.59,182.89,49340282.0
2023-11-09T06:00:00+0000,182.96,184.12,181.81,182.41,53763540.0
2023-11-10T06:00:00+0000,183.97,186.565,183.53,186.4,66177922.0
2023-11-13T06:00:00+0000,185.82,186.03,184.21,184.8,43627519.0
2023-11-14T06:00:00+0000,187.7,188.11,186.3,187.44,60108378.0
2023-11-15T06:00:00+0000,187.845,189.5,187.78,188.01,53790499.0
2023-11-16T06:00:00+0000,189.57,190.96,188.65,189.71,54412915.0
2023-11-17T06:00:00+0000,190.25,190.38,188.57,189.69,50941404.0
2023-11-20T06:00:00+0000,189.89,191.905,189.88,191.45,46538614.0
2023-11-21T06:00:00+0000,191.41,191.52,189.74,190.64,38134485.0
2023-11-22T06:00:00+0000,191.49,192.93,190.825,191.31,39630011.0
2023-11-24T06:00:00+0000,190.87,190.9,189.25,189.97,24048344.0
2023-11-27T06:00:00+0000,189.92,190.67,188.9,189.79,40552609.0
2023-11-28T06:00:00+0000,189.78,191.08,189.4,190.4,38415419.0
2023-11-29T06:00:00+0000,190.9,192.09,188.97,189.37,43014224.0
2023-11-30T06:00:00+0000,189.84,190.32,188.19,189.95,48794366.0
2023-12-01T06:00:00+0000,190.33,191.56,189.23,191.24,45704823.0
2023-12-04T06:00:00+0000,189.98,190.05,187.4511,189.43,43389519.0
2023-12-05T06:00:00+0000,190.21,194.4,190.18,193.42,66628398.0
2023-12-06T06:00:00+0000,194.45,194.76,192.11,192.32,41089737.0
2023-12-07T06:00:00+0000,193.63,195.0,193.59,194.27,47477655.0
2023-12-08T06:00:00+0000,194.2,195.99,193.67,195.71,53406358.0
2023-12-11T06:00:00+0000,193.11,193.49,191.42,193.18,60943699.0
2023-12-12T06:00:00+0000,193.08,194.72,191.721,194.71,52696900.0
2023-12-13T06:00:00+0000,195.09,198.0,194.85,197.96,70404183.0
2023-12-14T06:00:00+0000,198.02,199.62,196.16,198.11,66831572.0
2023-12-15T06:00:00+0000,197.53,198.3999,197.0,197.57,128538401.0
2023-12-18T06:00:00+0000,196.09,196.63,194.39,195.89,55751861.0
2023-12-19T06:00:00+0000,196.16,196.95,195.89,196.94,40714051.0
2023-12-20T06:00:00+0000,196.9,197.68,194.83,194.83,52242815.0
2023-12-21T06:00:00+0000,196.1,197.08,193.5,194.68,46482549.0
2023-12-22T06:00:00+0000,195.18,195.41,192.97,193.6,37149570.0
2023-12-26T06:00:00+0000,193.61,193.89,192.83,193.05,28919310.0
2023-12-27T06:00:00+0000,192.49,193.5,191.09,193.15,48087681.0
2023-12-28T06:00:00+0000,194.14,194.66,193.17,193.58,34049898.0
2023-12-29T06:00:00+0000,193.9,194.4,191.725,192.53,42672148.0
2024-01-02T06:00:00+0000,187.15,188.44,183.885,185.64,82488674.0
2024-01-03T06:00:00+0000,184.22,185.88,183.43,184.25,58414460.0
2024-01-04T06:00:00+0000,182.15,183.0872,180.88,181.91,71983570.0
2024-01-05T06:00:00+0000,181.99,182.76,180.17,181.18,62379661.0
2024-01-08T06:00:00+0000,182.085,185.6,181.5,185.56,59144470.0
2024-01-09T06:00:00+0000,183.92,185.15,182.73,185.14,42841809.0
2024-01-10T06:00:00+0000,184.35,186.4,183.92,186.19,46792908.0
2024-01-11T06:00:00+0000,186.54,187.05,183.62,185.59,49128408.0
2024-01-12T06:00:00+0000,186.06,186.74,185.19,185.92,40477782.0
2024-01-16T06:00:00+0000,182.16,184.26,180.934,183.63,65603041.0
2024-01-17T06:00:00+0000,181.27,182.93,180.3,182.68,47317433.0
2024-01-18T06:00:00+0000,186.09,189.14,185.83,188.63,78005754.0
2024-01-19T06:00:00+0000,189.33,191.95,188.82,191.56,68902985.0
2024-01-22T06:00:00+0000,192.3,195.33,192.26,193.89,60133852.0
2024-01-23T06:00:00+0000,195.02,195.75,193.8299,195.18,42355590.0
2024-01-24T06:00:00+0000,195.42,196.38,194.34,194.5,53631316.0
2024-01-25T06:00:00+0000,195.22,196.2675,193.1125,194.17,54822126.0
2024-01-26T06:00:00+0000,194.27,194.76,191.94,192.42,44594011.0
2024-01-29T06:00:00+0000,192.01,192.2,189.58,191.73,47145622.0
2024-01-30T06:00:00+0000,190.94,191.8,187.47,188.04,55859370.0
2024-01-31T06:00:00+0000,187.04,187.095,184.35,184.4,55467803.0
2024-02-01T06:00:00+0000,183.985,186.95,183.82,186.86,64885408.0
2024-02-02T06:00:00+0000,179.86,187.33,179.25,185.85,102551680.0
2024-02-05T06:00:00+0000,188.15,189.25,185.84,187.68,69668820.0
2024-02-06T06:00:00+0000,186.86,189.31,186.7695,189.3,43490759.0
2024-02-07T06:00:00+0000,190.64,191.05,188.61,189.41,53438955.0
2024-02-08T06:00:00+0000,189.385,189.535,187.35,188.32,40962046.0
2024-02-09T06:00:00+0000,188.65,189.99,188.0,188.85,45155216.0
2024-02-12T06:00:00+0000,188.415,188.67,186.79,187.15,41781934.0
2024-02-13T06:00:00+0000,185.77,186.21,183.5128,185.04,56529529.0
2024-02-14T06:00:00+0000,185.32,185.53,182.44,184.15,54630517.0
2024-02-15T06:00:00+0000,183.55,184.49,181.35,183.86,65434496.0
2024-02-16T06:00:00+0000,183.42,184.85,181.665,182.31,49752465.0
2024-02-20T06:00:00+0000,181.79,182.43,180.0,181.56,53665553.0
2024-02-21T06:00:00+0000,181.94,182.8888,180.66,182.32,41529674.0
2024-02-22T06:00:00+0000,183.48,184.955,182.46,184.37,52292208.0
2024-02-23T06:00:00+0000,185.01,185.04,182.23,182.52,45119677.0
2024-02-26T06:00:00+0000,182.24,182.76,180.65,181.16,40867421.0
2024-02-27T06:00:00+0000,181.1,183.9225,179.56,182.63,54318851.0
2024-02-28T06:00:00+0000,182.51,183.12,180.13,181.42,48953939.0
2024-02-29T06:00:00+0000,181.27,182.57,179.53,180.75,136682597.0
2024-03-01T06:00:00+0000,179.55,180.53,177.38,179.66,73563082.0
2024-03-04T06:00:00+0000,176.15,176.9,173.79,175.1,81510101.0
2024-03-05T06:00:00+0000,170.76,172.04,169.62,170.12,95132355.0
2024-03-06T06:00:00+0000,171.06,171.24,168.68,169.12,68587707.0
2024-03-07T06:00:00+0000,169.15,170.73,168.49,169.0,71765061.0
2024-03-08T06:00:00+0000,169.0,173.7,168.94,170.73,76267041.0
2024-03-11T05:00:00+0000,172.94,174.38,172.05,172.75,60139473.0
2024-03-12T05:00:00+0000,173.15,174.03,171.01,173.23,59825372.0
2024-03-13T05:00:00+0000,172.77,173.185,170.76,171.13,52488692.0
2024-03-14T05:00:00+0000,172.91,174.3078,172.05,173.0,72913507.0
2024-03-15T05:00:00+0000,171.17,172.62,170.285,172.62,121752699.0
2024-03-18T05:00:00+0000,175.57,177.71,173.52,173.72,75604184.0
2024-03-19T05:00:00+0000,174.34,176.605,173.03,176.08,55215244.0
2024-03-20T05:00:00+0000,175.72,178.67,175.09,178.67,53423102.0
2024-03-21T05:00:00+0000,177.05,177.49,170.84,171.37,106181270.0
2024-03-22T05:00:00+0000,171.76,173.05,170.06,172.28,71160138.0
2024-03-25T05:00:00+0000,170.565,171.94,169.45,170.85,54288328.0
2024-03-26T05:00:00+0000,170.0,171.42,169.58,169.71,57388449.0
2024-03-27T05:00:00+0000,170.41,173.6,170.11,173.31,60273265.0
2024-03-28T05:00:00+0000,171.75,172.23,170.51,171.48,65672690.0
2024-04-01T05:00:00+0000,171.19,171.25,169.475,170.03,46240500.0
2024-04-02T05:00:00+0000,169.08,169.34,168.2302,168.84,49329481.0
2024-04-03T05:00:00+0000,168.79,170.68,168.58,169.65,47691715.0
2024-04-04T05:00:00+0000,170.29,171.92,168.82,168.82,53704386.0
2024-04-05T05:00:00+0000,169.59,170.39,168.95,169.58,42104826.0
2024-04-08T05:00:00+0000,169.03,169.2,168.24,168.45,37425513.0
2024-04-09T05:00:00+0000,168.7,170.08,168.35,169.67,42451209.0
2024-04-10T05:00:00+0000,168.8,169.09,167.11,167.78,49709336.0
2024-04-11T05:00:00+0000,168.34,175.46,168.16,175.04,91070275.0
2024-04-12T05:00:00+0000,174.26,178.36,174.21,176.55,101670886.0
2024-04-15T05:00:00+0000,175.36,176.63,172.5,172.69,73531773.0
2024-04-16T05:00:00+0000,171.75,173.76,168.27,169.38,73711235.0
2024-04-17T05:00:00+0000,169.61,170.65,168.0,168.0,50901210.0
2024-04-18T05:00:00+0000,168.03,168.64,166.55,167.04,43122903.0
2024-04-19T05:00:00+0000,166.21,166.4,164.075,165.0,68149377.0
2024-04-22T05:00:00+0000,165.515,167.26,164.77,165.84,48116443.0
2024-04-23T05:00:00+0000,165.35,167.05,164.92,166.9,49537761.0
2024-04-24T05:00:00+0000,166.54,169.3,166.21,169.02,48251835.0
2024-04-25T05:00:00+0000,169.525,170.61,168.1511,169.89,50558329.0
2024-04-26T05:00:00+0000,169.88,171.34,169.18,169.3,44838354.0
2024-04-29T05:00:00+0000,173.37,176.03,173.1,173.5,68169419.0
2024-04-30T05:00:00+0000,173.33,174.99,170.0,170.33,65934776.0
2024-05-01T05:00:00+0000,169.58,172.705,169.11,169.3,50383147.0
2024-05-02T05:00:00+0000,172.51,173.415,170.89,173.03,94214915.0
2024-05-03T05:00:00+0000,186.645,187.0,182.66,183.38,163224109.0
2024-05-06T05:00:00+0000,182.354,184.2,180.42,181.71,78569667.0
2024-05-07T05:00:00+0000,183.45,184.9,181.32,182.4,77305771.0
2024-05-08T05:00:00+0000,182.85,183.07,181.45,182.74,45057087.0
2024-05-09T05:00:00+0000,182.56,184.66,182.11,184.57,48982972.0
2024-05-10T05:00:00+0000,184.9,185.09,182.13,183.05,50759496.0
2024-05-13T05:00:00+0000,185.435,187.1,184.62,186.28,72044809.0
2024-05-14T05:00:00+0000,187.51,188.3,186.29,187.43,52393619.0
2024-05-15T05:00:00+0000,187.91,190.65,187.37,189.72,70399988.0
2024-05-16T05:00:00+0000,190.47,191.095,189.6601,189.84,52845230.0
2024-05-17T05:00:00+0000,189.51,190.81,189.18,189.87,41282925.0
2024-05-20T05:00:00+0000,189.325,191.9199,189.01,191.04,44361275.0
2024-05-21T05:00:00+0000,191.09,192.73,190.9201,192.35,42309401.0
2024-05-22T05:00:00+0000,192.265,192.8231,190.27,190.9,34648547.0
2024-05-23T05:00:00+0000,190.98,191.0,186.625,186.88,51005924.0
2024-05-24T05:00:00+0000,188.82,190.58,188.0404,189.98,36326975.0
2024-05-28T05:00:00+0000,191.51,193.0,189.1,189.99,52280051.0
2024-05-29T05:00:00+0000,189.61,192.247,189.51,190.29,53068016.0
2024-05-30T05:00:00+0000,190.76,192.18,190.63,191.29,49947941.0
2024-05-31T05:00:00+0000,191.44,192.57,189.91,192.25,75158277.0
2024-06-03T05:00:00+0000,192.9,194.99,192.52,194.03,50080539.0
2024-06-04T05:00:00+0000,194.635,195.32,193.0342,194.35,47471445.0
2024-06-05T05:00:00+0000,195.4,196.9,194.87,195.87,54156785.0
2024-06-06T05:00:00+0000,195.685,196.5,194.17,194.48,41181753.0
2024-06-07T05:00:00+0000,194.65,196.94,194.14,196.89,53103912.0
2024-06-10T05:00:00+0000,196.9,197.3,192.15,193.12,97262077.0
2024-06-11T05:00:00+0000,193.65,207.16,193.63,207.15,172373296.0
2024-06-12T05:00:00+0000,207.37,220.2,206.9,213.07,198134293.0
2024-06-13T05:00:00+0000,214.74,216.75,211.6,214.24,97862729.0
2024-06-14T05:00:00+0000,213.85,215.17,211.3,212.49,70122748.0
2024-06-17T05:00:00+0000,213.37,218.95,212.72,216.67,93728300.0
2024-06-18T05:00:00+0000,217.59,218.63,213.0,214.29,79943254.0
2024-06-20T05:00:00+0000,213.93,214.24,208.85,209.68,86172451.0
